id,trigger,conditions,script,text,options,notes
gaFCArchonAskGalatia,DialogOptionSelected,$option == gaFC_archonAskGalatia,$askedGalatiaIncident = true 0,"""Um. Yes, actually. Recent events in the Galatia system, right? Dangerous what the Academy got up to, and while they deserve reprimand, the Hegemony reacted with typical overreach. The Persean League filed a complaint in the Interfactional Dispute Council, did you hear? We don't expect much to come of it, but someone has to say something, right?""

The archon examines you for a moment then says ""Why do you ask?""","gaFC_archonAskCoureuse:""I'm looking for Scylla Coureuse. She was involved.""
gaFC_archonAskGalatia2:""Do you think something like that could happen here?""
",
gaFCArchonAskGalatia2,DialogOptionSelected,$option == gaFC_archonAskGalatia2,FireAll gaFCArchonAskGalOptions,"""Of course not,"" $heOrShe says curtly, ""I'm kept informed of all major industrial and research projects in this system. And the pirates, "" the last word spoken with a tone of some annoyance, ""They aren't capable of anything truly catastrophic. Unless another warlord shows up, but that's why we pay our share to the Persean League Armamentarium.""

The archon sits up straighter, ""So I assure you captain, you have nothing to worry about while doing business on Laicaille Habitat.""","
",
gaFCArchonAskGalOption1,gaFCArchonAskGalOptions,$global.gaFC_knowWhereScyllaIs,,,"gaFC_archonConfront:""I have proof that Scylla Coureuse is on this station.""",
gaFCArchonAskGalOption2,gaFCArchonAskGalOptions,,,,"gaFC_archonSearchHubLeadIn:""Good to know. I'll rest easy.""",
gaFCArchonAskGalOption3,gaFCArchonAskGalOptions,!$global.gaFC_knowWhereScyllaIs,,,"gaFC_archonConfrontFail:""What if Coureuse is on this station - right now?""",
gaFCArchonConfrontFail,DialogOptionSelected,$option == gaFC_archonConfrontFail,,"$HeOrShe is looking nervous. ""I don't know what you're talking about, captain. Without some kind of evidence of...  Um. Look, I have another appointment. Good day, captain.""

The archon hits a button and dumps you back to a holding pattern bearing the spinning crest of Laicaille Habitat's executive council.

The archon is hiding something, but you won't get it out of $himOrHer without some kind of compelling evidence.",cutCommLink:Отключить связь,
gaFCArchonConfrontStart,DialogOptionSelected,$option == gaFC_archonConfront,FireAll gaFCArchonConfrontOptions,"The archon freezes up, stammering ""I'm uh, of course I- """,,
gaFCArchonConfrontOption0,gaFCArchonConfrontOptions,"$global.gaFC_isirahClues >= 2
$confrontsDone < 1",,Now is the time to drive it home. What inconvenient truth will you reveal to the archon?,,
gaFCArchonConfrontOption0b,gaFCArchonConfrontOptions,$global.gaFC_isirahClues == 1,,"With only one piece of evidence to support your claim, it would be premature to make your revelation. You need to make sure that the archon cannot deny your accusation by finding another piece of evidence.","cutCommLink:""I'll be back when I can prove it.""",
gaFCArchonConfrontOption1,gaFCArchonConfrontOptions,"$global.gaFC_isirahClues >= 2
$global.gaFC_hackedIsirahRelay
!$toldPathers ",,,gaFC_archonTellPathers:Tell the Archon about the Pather cell operating here,
gaFCArchonConfrontOption2,gaFCArchonConfrontOptions,"$global.gaFC_isirahClues >= 2
$global.gaFC_foundGroombridgeRelay
!$toldHypercomm",,,gaFC_archonTellRelay:Tell the Archon about the secret hypercomms relay on Groombridge station,
gaFCArchonConfrontOption3,gaFCArchonConfrontOptions,"$global.gaFC_isirahClues >= 2
$global.gaFC_knowAboutLeagueOp
!$toldIntel",,,gaFC_archonTellIntel:Tell the Archon that you know about the League's intel operation here,
gaFCArchonConfrontOption4,gaFCArchonConfrontOptions,"$global.gaFC_isirahClues >= 2
$global.gaFC_gotIsirahLeadFromSiyavong
!$toldCavin",,,gaFC_archonTellCavin:Tell the Archon about the comm intercepts to here from a radical on Fikenhild,
gaFCArchonConfrontOptionWrap,gaFCArchonConfrontOptions,$confrontsDone >= 2,,,"gaFC_archonLetMeSeeHer:""Let me see Coureuse. You don't owe the Persean League anything.""",
gaFCArchonTellPathers,DialogOptionSelected,$option == gaFC_archonTellPathers,"$toldPathers = true 0
$confrontsDone++ 0
FireAll gaFCArchonConfrontOptions","You explain to Archon $personLastName that you intercepted comm logs that reveal that a cell of Pather terrorists has infiltrated Laicaille Habitat under false identities to track down Scylla Coureuse. They know about the League intelligence safehouse and they have requested reinforcements to finish the job.

As the archon reads your uploaded log analysis, $heOrShe pales and stares wide-eyed at your revelation. ""We're just a small polity. Siyavong told me no one would ever know. And now there are Pathers crawling in the Ludd-cursed walls?""",,
gaFCArchonTellRelay,DialogOptionSelected,$option == gaFC_archonTellRelay,"$toldHypercomm = true 0
$confrontsDone++ 0
FireAll gaFCArchonConfrontOptions","As you upload salvage logs, you explain to Archon $personLastName what they show - that you discovered a secret hypercommunication relay in the derelict Groombridge Habitat that's been sending periodic transmissions to a repeater close to Laicaille Habitat. And it, in turn, has been receiving transmissions from an array of probes around a distant star. And this array was compromised by a scavenger on the far end, and...

The archon goes pale, ""-so pirates, or even Pathers, could be...""

Ты киваешь.

The archon shakes $hisOrHer head, ""H-how could this happen. They said there'd be no wild experiments!""",,
gaFCArchonTellRelay2,DialogOptionSelected,"$global.gaFC_ghostStory
$option == gaFC_archonTellRelay","$toldHypercomm = true 0
$confrontsDone++ 0
FireAll gaFCArchonConfrontOptions","As you upload sensor readings and the scans recorded by rad-hardened drones, you explain to Archon $personLastName what they show - that you discovered a secret hypercommunication relay in the derelict Groombridge Habitat and it's been sending periodic transmissions to a repeater close to Laicaille Habitat. Someone has been talking without using official channels...

The archon goes pale, ""I was told that, that it'd all be above-board. If they're keeping secrets from me, there's no telling what they could be doing...""

You nod.

The archon shakes $hisOrHer head, ""H-how could this happen. They said there'd be no wild experiments!""",,
gaFCArchonTellIntel,DialogOptionSelected,$option == gaFC_archonTellIntel,"$toldIntel = true 0
$confrontsDone++ 0
FireAll gaFCArchonConfrontOptions","You explain to Archon $personLastName that you have full documentation of the org chart, budget, and watch schedule of a League Fleet intel operation on Laicaille. There's even a line-item for a safehouse, and it all aligns suspiciously close to the cessation of a Fleet Intel search for Scylla Coureuse.

You forward the documents you received to drive the point home that you got everything on this sloppy operation by throwing a few credits around in-system. You hint at what a Pather cell could do with this information; the Persean League doesn't seem to be taking Laicaille Habitat's security very seriously.

The archon clenches $hisOrHer jaw and says under $hisOrHer breath ""They assured me there'd be no problems, they promised...""",,
gaFCArchonTellCavin,DialogOptionSelected,$option == gaFC_archonTellCavin,"$toldCavin = true 0
$confrontsDone++ 0
FireAll gaFCArchonConfrontOptions","You explain that you have a communication intercept sent by Cavin Pharoh - a dangerous radical agitator on Fikenhild - to Scylla Coureuse. On Laicaille.

If Fleet Intel knows about this, then what's their game? The archon looks grim at this prospect. And if Fleet Intel doesn't know about this, then that's even worse, isn't it?

As you forward the fake intercept, the archon finally finds $hisOrHer words. ""They told me everyone would be quiet, no trouble, no games...""",,
gaFCArchonLetMeSeeHer,DialogOptionSelected,$option == gaFC_archonLetMeSeeHer,,"""I'm under strict orders to... I mean, to keep intelligence matters of the Persean League... policy secrets..."" 

Archon $personLastName sounds defeated. ","gaFC_archonLetMeSeeHerGoad:""Orders from Kazeron? I can see who really runs Laicaille.""
gaFC_archonLetMeSeeHerAppeal:""She is a free citizen of the League. Does that mean nothing?""
gaFC_archonLetMeSeeHerAvoid:""Fair enough. Sorry for prying.""",
gaFCArchonLetMeSeeHerGoad,DialogOptionSelected,$option == gaFC_archonLetMeSeeHerGoad,,"""It's not like that at all,"" the archon sputters. ""Laicaille is free and proud! Small, yes, but strategically important. And not tied up in the nepotistic gens politics of Kazeron."" $HisOrHer face starts turning red, ""They don't understand! Out here we have to work for a living. We face risks those fools can't imagine. What kind of deal is this 'league' if they won't wipe out that pack of pirates holed up in Kapteyn that've been hounding us for... for cycles! And the fleet taxes!"" 

Archon $personLastName closes $hisOrHer eyes and takes several deep breaths, then meets your gaze with a new determination.

""You know what. You're right.""","gaFC_archonLetMeSeeHerGoad2:""I am?""",
gaFCArchonLetMeSeeHerGoad2,DialogOptionSelected,$option == gaFC_archonLetMeSeeHerGoad2,"$option = gaFC_archonSuccessEnd 0
FireBest DialogOptionSelected","The archon's voice steadies with a cold rage that's been building for many cycles, it seems. ""It's time to show them who Laicaille belongs to- and it's not a bunch of Kazeron gens-babies tracking dirt onto our fine station.""",,
gaFCArchonLetMeSeeHerAppeal,DialogOptionSelected,$option == gaFC_archonLetMeSeeHerAppeal,,"""Look, we value our freedom here as much as- no, we value it more than those tin-pot plutocrats from Kazeron,"" the archon sputters. ""Laicaille is free and proud! And by the stars, that means something here, even if you don't see it, and-"" $HisOrHer face starts turning red, ""they say 'don't ask questions', they say 'League defense' and 'need to know' and 'we've got a handle on it'. Do they? With this whole mess set to explode?""

Archon $personLastName closes $hisOrHer eyes and takes several deep breaths, then meets your gaze and says, ""You're right. I've been letting those Kazeronian spies push me around. Push Laicaille around. Lord it over us with their 'security clearance' dross. I've... let down what it means to be Laicaillian.""",gaFC_archonLetMeSeeHerAppeal2:Say nothing,
gaFCArchonLetMeSeeHerAppeal2,DialogOptionSelected,$option == gaFC_archonLetMeSeeHerAppeal2,"$option = gaFC_archonSuccessEnd 0
FireBest DialogOptionSelected","The archon's voice steadies with a cold rage that's been building for many cycles, ""But we're better than that. We need to show them who Laicaille really belongs to - not a bunch of Kazeron gens babies tracking dirt onto our fine station.""",,
gaFCArchonLetMeSeeHerAvoid,DialogOptionSelected,$option == gaFC_archonLetMeSeeHerAvoid,,"""Wait,"" says the archon, still upset, ""You're just going to drop the matter? No, I don't believe it. What's your angle, $playerName? Who are you working for? Westernesse media, one of those stupid holovid programs? Or is this another Kazeron psy-op, playing with those back-water rubes from Laicaille?"" $HeOrShe takes a couple deep breaths and steadies $himOrHerself.

""Alright Captain $playerName, if that's really who you are. It's not 'fair enough' that I'm willing to cover for some game those upstart Kazeron spies want to play. There's nothing fair about it, nothing fair about how we've been pushed around and manipulated. Laicaille Habitat is free and proud! We don't stand for secret police and secret prisoners and all the old rot from the Domain-era.""","gaFC_archonLetMeSeeHerAvoid2:""You don't?""",
gaFCArchonLetMeSeeHerAvoid2,DialogOptionSelected,$option == gaFC_archonLetMeSeeHerAvoid2,"$option = gaFC_archonSuccessEnd 0
FireBest DialogOptionSelected","The archon's voice steadies with a cold rage that's been building for many cycles, it seems. ""I'm going to show you and whoever you represent who Laicaille really belongs to - and it's not a bunch of Kazeron gens-babies tracking dirt onto our fine station.""",,
gaFCArchonSuccessEnd,DialogOptionSelected,$option == gaFC_archonSuccessEnd,"$global.gaFC_visitCoureuse = true 
unset $global.gaFC_searchIsirah
Call $global.gaFC_ref updateStage
SetPersonHidden coureuse true
MovePersonToMarket coureuse ga_market","""Captain. Take a shuttle. Meet me at the executive docking ring. Let's go see this Scylla Coureuse.""

The archon doesn't await your reply before $heOrShe pounds the comms disconnect. You're left staring at the spinning crest of Laicaille Habitat's executive council.",cutCommLink:Leave,
,,,,,,
# gaFC generic Comm relay hack,,,,,,
gaFC_relayObjectInteraction,COB_AddOptions,"$player.locationId == isirah
$global.gaFC_searchIsirah
$tag:comm_relay
!$cob_hacked
!$objectiveNonFunctional
$faction.id == persean",,"You could run a snoop algorithm through the message cache to find ""Scylla Coureuse"" and related keywords. Only recent messages and unencrypted stores will be accessible, but there may be useful intel, and the process is nondestructive.",1:gaFC_installHack:Install and run the snoop algorithm,
